sequence_key,Time,Interval,Min op-reachability (%),Max op-reachability (%),Avg op-reachability (%),Min in-octets (kbit/s),Max in-octets (kbit/s),Avg in-octets (kbit/s),Min in-utilization (%),Max in-utilization (%),Avg in-utilization (%),Min in-errors (%),Max in-errors (%),Avg in-errors (%),Min in-discards (%),Max in-discards (%),Avg in-discards (%),Min out-octets (kbit/s),Max out-octets (kbit/s),Avg out-octets (kbit/s),Min out-utilization (%),Max out-utilization (%),Avg out-utilization (%),Min out-errors (%),Max out-errors (%),Avg out-errors (%),Min out-discards (%),Max out-discards (%),Avg out-discards (%)
256169871,2024-03-09 09:19:24,29700000,,,,0.0,,4.662577641153783,,,,0.0,,,,0.0,0.0,,,2.8150114146175294,,,,,0.0,,,,0.0
256169871,2024-03-09 13:42:10,8932325,100.0,,,1.4829716047576178,9.843206659084927,,,,,0.0,,0.0,,0.0,,1.002045309658147,28.75573831896645,,,,,,,,,,
256169871,2024-03-09 20:29:20,17281190,,100.0,100.0,0.0,,1.5310920629374607,,,,0.0,,,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0
256169871,2024-03-10 03:58:31,18336408,100.0,100.0,,,18.92044885790299,,,,,0.0,,0.0,0.0,0.0,,0.6633083748173703,9.11730076164076,,,,,0.0,0.0,,0.0,0.0,0.0
256169871,2024-03-10 06:02:47,300000,,100.0,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,28.954262252486906,,,,,0.0,,,,0.0,
256169871,2024-03-10 06:37:22,29700000,,,100.0,,17.331536423024396,,,,,0.0,0.0,0.0,,,,0.0,38.1626514999317,,,,,0.0,0.0,0.0,,0.0,
256169871,2024-03-10 10:18:03,4816294,,100.0,100.0,2.3721412798569834,6.503460111544821,,,,,0.0,,,,,0.0,0.0,,6.658396886486814,,,,,0.0,,0.0,0.0,
256169871,2024-03-10 16:38:56,19275766,,100.0,100.0,,11.252112484098433,1.8711465973654156,,,,,0.0,0.0,0.0,0.0,,,24.83893893965704,4.499102904733152,,,,,,0.0,,0.0,0.0
256169871,2024-03-10 18:51:21,27000891,,,,0.23993940334664396,,3.9810915801750344,,,,,0.0,,0.0,,,1.8978291918109278,29.16593423913272,7.4245085586486725,,,,0.0,,0.0,,0.0,0.0
256169871,2024-03-10 22:46:56,12116122,100.0,,,,19.191838097351486,,,,,,0.0,,,0.0,,0.0,,7.00962260123536,,,,,,0.0,0.0,0.0,0.0
256169871,2024-03-11 01:37:15,1457078,100.0,100.0,100.0,,14.970804586334808,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0
256169871,2024-03-11 04:58:16,13778152,,100.0,100.0,0.6625657096326929,,,,,,0.0,,0.0,,,,,,6.506018041307269,,,,,,0.0,,,
256169871,2024-03-11 07:37:08,18336408,100.0,100.0,,,24.81876093207096,,,,,,0.0,0.0,0.0,0.0,,2.551276864195352,,3.163047103183262,,,,,,0.0,,0.0,
256169871,2024-03-11 10:00:14,25773329,,100.0,100.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,32.69349179034312,7.800808443035395,,,,0.0,0.0,,0.0,,0.0
256169871,2024-03-11 17:13:26,3634579,100.0,,100.0,,18.779316090350168,,,,,,,,,,0.0,0.0,,6.100439540863588,,,,,,0.0,,0.0,0.0
256169871,2024-03-11 19:46:05,15272463,,,,,18.039011548753457,,,,,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,
256169871,2024-03-11 22:10:42,8306873,100.0,,100.0,3.3353249802219582,18.400234469759923,3.643376596485867,,,,,,,0.0,,,,,1.8116866856052525,,,,,,,0.0,0.0,
256169871,2024-03-12 02:01:49,25407425,,,,0.0,2.207581178982501,,,,,,,0.0,0.0,0.0,0.0,,27.455473856437344,5.991451801808751,,,,,,,0.0,,
256169871,2024-03-12 05:35:55,21427169,100.0,100.0,100.0,1.1994801741315715,7.246787886348052,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0
256169871,2024-03-12 11:23:00,11302344,100.0,100.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.752244179187871,23.387019481912105,7.982031598274733,,,,0.0,0.0,0.0,0.0,,0.0
256169871,2024-03-12 17:52:41,5408337,100.0,100.0,,,17.86963052242603,4.380304715804361,,,,0.0,,0.0,0.0,0.0,0.0,0.0,41.06223059754656,,,,,0.0,0.0,0.0,0.0,0.0,0.0
256169871,2024-03-12 17:57:41,13762795,100.0,,,0.0,7.8290287384480575,4.8746796145474125,,,,0.0,,0.0,0.0,0.0,0.0,0.16499479727368682,20.572728341578937,10.01150890824277,,,,0.0,0.0,0.0,0.0,,
256169871,2024-03-12 22:16:56,11034631,100.0,100.0,100.0,2.9677040407301725,22.71128750345813,,,,,,,0.0,0.0,0.0,,6.760520435823349,,7.0317164405333665,,,,0.0,,0.0,0.0,0.0,
256169871,2024-03-12 23:41:10,300000,100.0,,100.0,,,2.843115715431811,,,,,,,0.0,,0.0,,39.88364874005423,,,,,,,0.0,0.0,,
256169871,2024-03-13 02:39:37,12945438,,,100.0,0.7237964418141314,,,,,,,,0.0,0.0,,,2.1721500676807843,,6.478080910478956,,,,,0.0,0.0,,,0.0
256169871,2024-03-13 07:44:48,17574100,,,,3.5186074067009874,,6.300869888361334,,,,0.0,,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,,0.0,
256169871,2024-03-13 12:27:40,300000,100.0,100.0,100.0,,,3.420200253002309,,,,,0.0,0.0,0.0,,0.0,,,5.586460733806598,,,,0.0,0.0,0.0,0.0,0.0,
256169871,2024-03-13 19:36:33,20985925,,,100.0,,,,,,,,,0.0,,0.0,0.0,0.8395275351665233,21.655653488955544,,,,,0.0,0.0,,,,0.0
256169871,2024-03-14 00:08:18,21450625,100.0,100.0,,,4.944843451749467,3.3119796206033056,,,,,0.0,,,0.0,0.0,0.4066727274694194,33.86832062501309,1.8587682347624064,,,,,,0.0,,,0.0
256169871,2024-03-14 08:04:02,29700000,,100.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,0.0
256169871,2024-03-14 11:37:13,12954575,,100.0,100.0,0.0,,,,,,,,0.0,0.0,0.0,,,,,,,,0.0,0.0,,,0.0,0.0
256169871,2024-03-14 12:27:26,27929630,,100.0,100.0,,17.967122245453144,1.4655983296893917,,,,0.0,0.0,0.0,,,0.0,,10.460855537717396,2.8132189798842546,,,,,,0.0,,0.0,0.0
256169871,2024-03-14 16:25:56,29700000,,100.0,100.0,2.589850287792224,,3.9508575239441006,,,,,,0.0,,0.0,,0.0,,,,,,0.0,0.0,,,0.0,
256169871,2024-03-14 17:04:21,6698006,,,,0.0,19.056235276206383,,,,,,0.0,,,,,0.0,,13.741053746295709,,,,0.0,0.0,,0.0,,
256169871,2024-03-14 17:09:21,29700000,,,100.0,1.1334812513429626,17.716588419205415,2.4996298777749333,,,,,0.0,0.0,,,0.0,,33.27245634185509,,,,,0.0,,0.0,,0.0,
256169871,2024-03-14 17:14:21,10297463,100.0,100.0,,,16.00880070027359,3.629345403583855,,,,,,,0.0,,0.0,0.05952809455635322,,6.662165351750211,,,,0.0,0.0,0.0,,0.0,0.0
256169871,2024-03-14 20:51:58,29700000,100.0,100.0,100.0,0.0,,4.467035196435242,,,,,0.0,,,0.0,,,26.829924823535585,7.7516601346175,,,,,0.0,,0.0,,
256169871,2024-03-15 04:46:33,13368609,,100.0,,1.54018729781591,28.030439077848527,,,,,0.0,0.0,,0.0,,0.0,0.0,46.748153485344346,9.348730968764535,,,,0.0,,,0.0,0.0,0.0
256169871,2024-03-15 11:08:27,26211848,100.0,100.0,,0.0,11.822415236975846,1.9830992008790052,,,,,0.0,,0.0,0.0,0.0,0.0,,7.654201683582426,,,,0.0,,0.0,0.0,,0.0
256169871,2024-03-15 18:53:11,16098962,100.0,,100.0,0.0,,,,,,0.0,,,,,0.0,2.8210702903128686,47.37725736023283,,,,,,0.0,0.0,0.0,,
256169871,2024-03-15 23:08:11,300000,,,100.0,0.0,12.399983133403667,3.704782074309937,,,,,,0.0,,0.0,,1.0724015101485271,25.770380734398994,2.234812445231138,,,,0.0,,0.0,0.0,,0.0
256169871,2024-03-16 03:38:14,29700000,100.0,,100.0,0.0,26.0892059401753,,,,,0.0,,0.0,,0.0,0.0,4.549558269609815,31.78802538223149,8.192008435198344,,,,,,,0.0,,0.0
256169871,2024-03-16 04:53:42,300000,100.0,,100.0,,,3.976846681287804,,,,0.0,,0.0,0.0,0.0,,,36.981666646302884,6.698504792507466,,,,0.0,0.0,0.0,,0.0,0.0
256169871,2024-03-16 08:02:17,2535729,,100.0,100.0,1.378190745876438,15.596499723851167,,,,,,,0.0,,0.0,,,,,,,,0.0,0.0,,,,0.0
256169871,2024-03-16 10:05:09,25056122,100.0,100.0,100.0,1.2528939085006663,,,,,,,0.0,0.0,,0.0,,,,,,,,,0.0,,0.0,0.0,
256169871,2024-03-16 17:42:50,27384708,,,100.0,1.7922954119770853,19.285167060809624,,,,,0.0,0.0,,,,0.0,,,4.5321606777315395,,,,0.0,0.0,,0.0,,
256169871,2024-03-16 18:31:55,1647433,,100.0,100.0,3.2508208412850204,,,,,,0.0,0.0,0.0,,0.0,,,,9.685894710659078,,,,0.0,,,0.0,0.0,
256169871,2024-03-16 21:59:58,29700000,100.0,,100.0,2.30068634234874,14.564690885145994,,,,,,0.0,0.0,0.0,,0.0,,,10.240998852695801,,,,0.0,0.0,,,0.0,
256169871,2024-03-17 00:16:39,29700000,,100.0,100.0,,,,,,,,,0.0,,0.0,,,,4.870968761109275,,,,0.0,0.0,0.0,0.0,0.0,
256169871,2024-03-17 02:45:02,19189638,100.0,100.0,100.0,0.7279286339041444,27.545740947986275,5.481074836748284,,,,0.0,,,0.0,,0.0,7.587055412698245,26.050973979024523,7.790513059576369,,,,0.0,,,,,
256169871,2024-03-17 09:11:32,13878733,100.0,100.0,,0.0,10.967804940598914,3.097131971059539,,,,0.0,0.0,,0.0,,0.0,,13.950612027384206,3.8586698775755295,,,,,0.0,,0.0,0.0,
256169871,2024-03-17 09:27:54,22456469,100.0,,100.0,,,,,,,,0.0,0.0,,0.0,,3.828087520208684,,3.619259291048585,,,,0.0,,0.0,0.0,,
256169871,2024-03-17 11:25:54,14757523,100.0,100.0,,1.494153433883039,,6.0681174561400155,,,,,,,,,0.0,1.918106522037999,21.10940204444875,9.618319229536386,,,,,0.0,0.0,0.0,,0.0
256169871,2024-03-17 11:30:54,13825615,100.0,100.0,,,,3.2863287267718513,,,,0.0,,0.0,,,,,,8.410728208491502,,,,,0.0,,0.0,0.0,
256169871,2024-03-17 17:18:17,7880252,,,100.0,0.0,,,,,,,0.0,,,,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,0.0
256169871,2024-03-17 21:37:46,19945288,,100.0,,0.0,10.03303592091541,0.9455439444155731,,,,,0.0,0.0,0.0,,0.0,,,3.3427344857190766,,,,0.0,,0.0,0.0,0.0,
256169871,2024-03-18 06:02:46,25281452,,100.0,100.0,0.0,14.515834533842593,2.090425450356135,,,,0.0,0.0,0.0,,,0.0,0.0029913094203557478,39.4114415936711,,,,,0.0,,,,0.0,0.0
256169871,2024-03-18 11:01:08,13210533,,100.0,100.0,0.677117352167669,,,,,,,0.0,,,0.0,,0.0,,10.925126428924038,,,,,,0.0,0.0,0.0,
256169871,2024-03-18 15:17:49,766402,100.0,100.0,,,13.518818504115753,,,,,0.0,,0.0,,0.0,,,,,,,,0.0,0.0,,,,0.0
256169871,2024-03-18 16:16:45,14415765,100.0,,100.0,1.2031017750323212,11.412167182778381,3.4394101687533163,,,,,0.0,0.0,,,0.0,0.0,,8.952143173714308,,,,,,0.0,0.0,0.0,0.0
256169871,2024-03-18 22:54:07,25975299,100.0,100.0,,1.7420196319122592,,,,,,,,0.0,0.0,0.0,0.0,2.9638416994626513,34.80692774845557,,,,,,0.0,0.0,,0.0,0.0
256169871,2024-03-19 02:28:17,29700000,100.0,100.0,100.0,,,,,,,0.0,,0.0,,0.0,,,,,,,,0.0,0.0,0.0,0.0,,0.0
256169871,2024-03-19 06:23:51,23889582,,100.0,100.0,,,,,,,,,,0.0,,0.0,,25.559054902096772,,,,,0.0,,0.0,0.0,,
256169871,2024-03-19 08:49:25,20818467,100.0,100.0,100.0,0.14440096724771823,10.243045774391522,2.6139522011728094,,,,,0.0,0.0,0.0,,,3.6347907581740113,,12.291606932658922,,,,,,,,0.0,0.0
256169871,2024-03-19 08:54:25,24171131,,,,,13.456052347607745,2.838686603951362,,,,0.0,,,0.0,,0.0,2.5091988526449134,34.66036467380256,,,,,0.0,,,,0.0,
256169871,2024-03-19 14:28:58,6018458,100.0,,100.0,,2.423092419308375,,,,,,0.0,0.0,,,0.0,,30.247524334408055,,,,,0.0,0.0,0.0,0.0,,0.0
256169871,2024-03-19 20:02:41,1507315,,100.0,,0.3315358071977243,,3.861512503577595,,,,,0.0,0.0,0.0,,0.0,,33.41713263222424,,,,,0.0,0.0,,,0.0,0.0
256169871,2024-03-20 00:50:23,4969475,100.0,100.0,,2.10980848869123,,1.5806629425730532,,,,0.0,0.0,0.0,,0.0,,,21.20533012961801,2.9307941512203524,,,,,,0.0,0.0,0.0,0.0
256169871,2024-03-20 03:39:49,9917899,100.0,,100.0,,13.237668015751463,,,,,0.0,,,,,,,23.576394753496245,,,,,,0.0,0.0,,0.0,
256169871,2024-03-20 05:08:11,12627186,,100.0,,,20.41694480720015,2.440337510258303,,,,0.0,,0.0,0.0,0.0,,,,9.29244021800092,,,,,0.0,,0.0,,0.0
256169871,2024-03-20 13:23:34,18511171,100.0,100.0,100.0,,10.981195497340426,,,,,0.0,,,0.0,,,0.0,57.9659198677695,4.760115220022957,,,,0.0,0.0,0.0,0.0,,0.0
256169871,2024-03-20 20:49:13,300000,100.0,,,,,2.445532102167488,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.1489096553830023,,10.82855900766886,,,,0.0,0.0,,,,0.0
256169871,2024-03-21 03:02:58,23974142,100.0,,100.0,,10.789905210123637,,,,,0.0,,,,,,3.1558891646690928,,4.894539055526691,,,,0.0,,,0.0,,
256169871,2024-03-21 08:04:47,2055028,100.0,,100.0,,,4.183081525426726,,,,0.0,0.0,,,0.0,,0.0,41.70131114396145,5.1259393905543895,,,,,,0.0,0.0,,0.0
256169871,2024-03-21 09:37:31,10646122,100.0,100.0,100.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,29.196231575791238,,,,,,,,,0.0,
256169871,2024-03-21 11:38:59,19978816,100.0,,,,,,,,,0.0,,,,,0.0,0.0,,6.860793871779043,,,,,,0.0,0.0,0.0,0.0
256169871,2024-03-21 15:34:33,18204359,100.0,100.0,100.0,0.0,5.470247927560569,,,,,,,,0.0,0.0,,3.7410430017443517,40.14527997384143,,,,,,,0.0,,,0.0
256169871,2024-03-21 20:16:20,29700000,100.0,100.0,,,23.328509326124106,2.1259678417035524,,,,0.0,0.0,0.0,0.0,0.0,0.0,,35.160853466734686,0.7913530948061931,,,,0.0,,0.0,,0.0,
256169871,2024-03-22 00:11:55,9687602,100.0,100.0,100.0,0.7924454272105708,4.27646493288473,,,,,,0.0,0.0,,0.0,0.0,,31.448063922227533,7.832651209110462,,,,0.0,0.0,,0.0,0.0,
256169871,2024-03-22 04:47:31,17780518,,100.0,100.0,,,3.572480808021973,,,,0.0,0.0,0.0,,0.0,0.0,0.6286789400671515,,,,,,0.0,0.0,0.0,,,
256169871,2024-03-22 13:12:31,29700000,100.0,100.0,,,15.185692106314598,,,,,,0.0,,0.0,,0.0,5.456112942271948,,3.1477004924053276,,,,0.0,,,,0.0,
256169871,2024-03-22 13:17:31,29700000,100.0,,,,7.869426233177293,,,,,,0.0,,0.0,0.0,0.0,2.6695946978776277,22.433229480671738,,,,,,0.0,0.0,0.0,,
256169871,2024-03-22 16:12:16,27223726,100.0,100.0,100.0,0.0,13.386502888091423,5.572127260404182,,,,0.0,0.0,0.0,0.0,,,4.701900947776043,,,,,,,,0.0,,,
256169871,2024-03-22 18:58:25,18336408,100.0,,,,,0.31830759558287003,,,,0.0,0.0,0.0,,0.0,,,17.194625993022697,2.707859093157542,,,,0.0,,,0.0,,0.0
