Time,Interval,Min op-reachability (%),Max op-reachability (%),Avg op-reachability (%),Min in-octets (kbit/s),Max in-octets (kbit/s),Avg in-octets (kbit/s),Min in-utilization (%),Max in-utilization (%),Avg in-utilization (%),Min in-errors (%),Max in-errors (%),Avg in-errors (%),Min in-discards (%),Max in-discards (%),Avg in-discards (%),Min out-octets (kbit/s),Max out-octets (kbit/s),Avg out-octets (kbit/s),Min out-utilization (%),Max out-utilization (%),Avg out-utilization (%),Min out-errors (%),Max out-errors (%),Avg out-errors (%),Min out-discards (%),Max out-discards (%),Avg out-discards (%),Avg op-reachability (%)_check,Avg op-reachability (%)_consistent,Avg in-octets (kbit/s)_check,Avg in-octets (kbit/s)_consistent,Avg in-utilization (%)_check,Avg in-utilization (%)_consistent,Avg in-errors (%)_check,Avg in-errors (%)_consistent,Avg in-discards (%)_check,Avg in-discards (%)_consistent,Avg out-octets (kbit/s)_check,Avg out-octets (kbit/s)_consistent,Avg out-utilization (%)_check,Avg out-utilization (%)_consistent,Avg out-errors (%)_check,Avg out-errors (%)_consistent,Avg out-discards (%)_check,Avg out-discards (%)_consistent
2024-04-23 03:22:52,26615534,100.0,100.0,,,,0.5396967478359241,,0.0297327826819434,0.0050362977837988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.070390477232,,,,,,0.0,0.0,0.0,,,100.0,False,,False,,False,0.0,True,0.0,True,1.035195238616,False,,True,,False,,True
2024-04-20 21:15:09,28952077,,100.0,,0.042537234618,2.67627029969,0.5522137924657111,0.0002885625506844,,,,0.0,0.0,,0.0,0.0,,,0.6747104200606471,0.0002909429022057,,,0.0,,,0.0,,0.0,,True,1.359403767154,False,,True,,False,,False,,False,,True,,True,,False
2024-04-29 06:34:31,28215934,100.0,100.0,100.0,0.050922544985,2.49841967788,0.5278113202482138,,,0.0049362101023068,,0.0,0.0,,0.0,0.0,0.061534935576,,0.6466536719081661,,,,0.0,0.0,,,0.0,,100.0,True,1.2746711114325,False,,False,,False,,False,,False,,True,0.0,False,,True
2024-04-24 10:29:39,28663123,100.0,100.0,100.0,,,,,,0.0056399950339252,0.0,,,,0.0,,0.062432445614,,0.6589021809345132,,0.0292122465284291,,0.0,,0.0,0.0,0.0,0.0,100.0,True,,True,,False,,True,,True,,False,,True,,False,0.0,True
2024-05-06 08:16:19,29066254,100.0,,100.0,,,,,0.0249712747013659,,0.0,0.0,0.0,,0.0,0.0,0.057471927871,3.079097842378,0.629475052149987,,,,0.0,,,0.0,0.0,0.0,,False,,True,,True,0.0,True,,False,1.5682848851245001,False,,True,,True,0.0,True
2024-04-29 18:36:16,28462755,100.0,,,,2.635009735894,0.5149934335072508,0.0006347668878436,0.0236475963523,,0.0,,,0.0,,0.0,0.062649457127,3.60412858902,,,,0.0059505129653997,,,,0.0,,,,True,,False,0.0121411816200718,False,,True,,False,1.8333890230735002,False,,False,,True,,True
2024-04-07 17:59:28,28784019,,100.0,,0.056319539549,,,0.0006488637595485,0.0274688397747227,,0.0,,,,,0.0,,,0.6218507020563488,,,0.007073684928735,0.0,0.0,,0.0,0.0,0.0,,True,,True,0.0140588517671356,False,,True,,False,,False,,False,0.0,False,0.0,True
2024-04-24 13:21:22,27210886,,,,,5.1012533971,,0.0003038602004941,0.0382628523807505,0.0059270417885942,0.0,,0.0,0.0,0.0,,0.0,4.727779756802,0.6628278991794856,,,0.009244502293871,0.0,,,0.0,,,,True,,True,0.0192833562906223,False,,False,0.0,False,2.363889878401,False,,False,,True,,True
2024-05-03 04:16:46,27888700,,100.0,,,2.557002415491,0.5847952118423048,,,,,0.0,,,,0.0,,,0.6317933558886302,0.0006749727478119,,0.0058104159543882,,0.0,,,,,,True,,False,,True,,True,,False,,False,,False,,True,,True
2024-04-07 03:13:48,27584532,,100.0,100.0,0.010309986586,,0.3763808614500739,,,,0.0,0.0,,,,,0.0,2.555567948417,0.2773969742311022,,0.0221040909303278,,,,,,0.0,0.0,,False,,False,,True,0.0,False,,True,1.2777839742085,False,,True,,True,,False
2024-04-24 04:28:45,28502343,,100.0,,,2.587961668291,0.543767803315414,0.0009563579705192,0.0277934858646455,0.0049064256152021,0.0,0.0,0.0,,,0.0,,3.52856488514,0.6229258279290497,,,,0.0,0.0,0.0,0.0,,,,True,,False,0.014374921917582351,False,0.0,True,,False,,False,,True,0.0,True,,True
2024-04-16 20:05:22,25965131,,100.0,100.0,0.030411746086,5.01440551073,,,0.0447366773280634,,,0.0,0.0,,,0.0,0.004495144332,,,1.778289951120379e-05,0.0432615221950323,,,,,,0.0,0.0,,False,2.522408628408,False,,True,,False,,False,,True,0.02163965254727175,False,,True,,False
2024-05-03 08:04:52,29045729,100.0,,100.0,,,0.5089683671445185,,0.0242343288791095,,0.0,0.0,0.0,,,0.0,0.053805684686,2.808921673629,0.6621939899767366,0.0005779876084664,0.0326449765580188,,,,,,0.0,0.0,,False,,False,,True,0.0,True,,False,1.4313636791575,False,0.016611482083242597,False,,True,,False
2024-04-25 23:02:43,27646052,100.0,100.0,,,2.514574196261,,,,,0.0,0.0,0.0,0.0,,0.0,,4.402225110908,0.6592347024670553,,0.0382219591632695,0.0051473198706988,0.0,0.0,,,,,100.0,False,,True,,True,0.0,True,,False,,False,,False,0.0,False,,True
2024-04-18 11:03:39,26196142,,100.0,,,4.778193931577,,0.0002488582745025,,0.0071935128259155,0.0,,0.0,0.0,0.0,0.0,,3.302638373116,0.5757882991379263,,0.0272688843979283,,,0.0,,0.0,0.0,0.0,,True,,True,,False,,False,0.0,True,,False,,True,,True,0.0,True
2024-04-17 17:59:55,28128895,100.0,100.0,,,2.474751283776,0.5581697896864684,,,0.0059742803764311,0.0,0.0,,,0.0,,0.0,,0.6552776102323709,,0.0318084726977473,0.0077279065042044,0.0,,,,,0.0,100.0,False,,False,,False,0.0,False,,True,,False,,False,,True,,False
2024-04-15 20:53:58,26649113,100.0,,,0.039043312396,,0.6073450061919192,,,0.0050460848851028,0.0,0.0,,0.0,,,0.053947240462,,0.6572932741099855,0.0006809189961099,,,,0.0,,,,,,True,,False,,False,0.0,False,,True,,False,,True,,True,,True
2024-05-01 12:09:03,27128540,100.0,100.0,,,,,0.0005310380079027,0.0262573070297267,0.0060032260564126,0.0,,0.0,,0.0,,,,,0.0006108962783544,,,0.0,0.0,0.0,,0.0,0.0,100.0,False,,True,0.0133941725188147,False,,False,,True,,True,,True,0.0,True,,False
2024-04-09 22:39:46,27504127,,100.0,100.0,,,,0.0,0.0146698961353428,,,0.0,,,0.0,,,,,0.0,0.0185303386410787,0.0052617886245914,,0.0,0.0,0.0,0.0,0.0,,False,,True,0.0073349480676714,False,,True,,True,,True,0.00926516932053935,False,,False,0.0,True
2024-04-19 20:41:06,26881978,,100.0,,,,0.5075060601846946,,,0.0070793781322733,,0.0,0.0,0.0,0.0,0.0,,2.43449566637,0.6526983135923311,0.0002305987030941,,,0.0,0.0,0.0,,,,,True,,False,,False,,False,0.0,True,,False,,True,0.0,True,,True
2024-04-17 22:41:00,28362466,100.0,100.0,,0.069263474287,2.630644191155,0.5132926723574704,,0.0271057492086626,0.0064403150989404,0.0,,,0.0,,0.0,0.04943925997,,,0.0002572299738632,0.0380488922873662,0.0050238769277126,0.0,,0.0,0.0,,0.0,100.0,False,1.3499538327210001,False,,False,,True,,False,,True,0.019153061130614702,False,,False,,False
2024-03-28 01:56:28,27998166,,100.0,100.0,0.021055736685,2.607714032108,0.4974904693200951,0.0004337461463372,0.0265141015507437,0.0047853962721134,0.0,,0.0,,0.0,,0.0,,,,,0.0061447357450065,0.0,,0.0,0.0,,0.0,,False,1.3143848843965,False,0.01347392384854045,False,,False,,True,,True,,False,,False,,False
2024-03-30 08:53:43,26370564,100.0,,,0.049726585669,2.585262720869,,4.511147523990995e-05,,,0.0,,,,,,0.059868014976,,0.6222478942329888,,0.0298368178563133,0.006054941633912,0.0,0.0,0.0,0.0,,0.0,,True,1.3174946532690002,False,,True,,True,,True,,False,,False,0.0,True,,False
2024-04-11 05:58:24,26601772,100.0,100.0,,,,,,0.025740696212106,,0.0,,,,,,0.058644347089,,0.6587083364306676,0.0005816927523613,0.0444010910683257,0.008963028009034,,,,,,,100.0,False,,True,,True,,True,,True,,False,0.0224913919103435,False,,True,,True
2024-04-26 12:55:14,28544441,100.0,,100.0,0.041670033565,2.627562202663,,0.0001857353270345,0.0261440671178076,,0.0,0.0,0.0,0.0,,,,,0.6899692920488848,0.0,0.0470830248138018,,0.0,,,,0.0,,,False,1.334616118114,False,0.01316490122242105,False,0.0,True,,True,,False,0.0235415124069009,False,,True,,True
2024-05-06 08:16:19,27646403,,100.0,100.0,0.0,5.66089745685,0.5969938259275744,0.0001958003596212,,,,,,,,0.0,0.005012132516,3.857024943537,0.7096227705903256,3.1781496383004185e-05,,0.0075878408465959,,,,,,,,False,2.830448728425,False,,True,,True,,False,1.9310185380265001,False,,False,,True,,True
2024-04-26 13:21:57,25460544,,,,0.031602305897,,0.5679671178989972,,,,0.0,,0.0,0.0,0.0,0.0,,3.661638906492,0.656369334052522,0.000268654287796,0.0310734550043965,0.007189160412232,,0.0,0.0,,0.0,0.0,,True,,False,,True,,False,0.0,True,,False,0.01567105464609625,False,,False,,False
2024-04-24 13:53:17,27948630,100.0,,,0.051286922052,2.556969498194,,,,0.0053195739833043,0.0,0.0,,,,0.0,0.063203375093,2.233136436536,,0.0007298659895295,0.0295057443401549,,0.0,0.0,0.0,0.0,0.0,,,True,1.3041282101229998,False,,False,0.0,False,,False,1.1481699058144998,False,0.0151178051648422,False,0.0,True,0.0,False
2024-04-18 18:44:28,28056045,100.0,,100.0,0.060591687534,,,0.0007277692437924,,,0.0,0.0,0.0,,,,0.060252439961,3.067365511379,0.6547457246596586,,,,0.0,,0.0,,0.0,,,False,,True,,True,0.0,True,,True,1.56380897567,False,,True,,False,,True
2024-03-31 00:29:44,28333696,100.0,100.0,,,2.621999135206,,0.0003082253135228,0.0273296799451926,0.0048648784287731,0.0,,0.0,0.0,0.0,0.0,,2.531996880127,,,,,,,0.0,0.0,0.0,,100.0,False,,True,0.0138189526293577,False,,False,0.0,True,,True,,True,,False,0.0,False
2024-04-06 22:33:08,26746432,,100.0,100.0,,2.514442424952,,,,0.0050614016063596,0.0,0.0,0.0,0.0,,0.0,,,0.6136566946790728,,,,0.0,0.0,,0.0,,,,False,,True,,False,0.0,True,,False,,False,,True,0.0,False,,True
2024-04-25 11:17:33,28998264,,100.0,,0.035429243562,,,0.0003453876983905,,0.0063423317724864,,,0.0,,0.0,0.0,,3.009394021641,,0.000482396231153,0.0250558779704514,0.0077519258558901,,0.0,,0.0,,,,True,,True,,False,,False,,False,,True,0.0127691371008022,False,,True,,True
2024-04-23 03:53:48,27714104,,100.0,,,2.573095757506,0.5532929927073463,,0.02556720895391,0.0062575438063636,0.0,0.0,0.0,0.0,,,,,0.6440014825982141,,,0.0065118249510196,0.0,0.0,,,,0.0,,True,,False,,False,0.0,True,,True,,False,,False,0.0,False,,False
2024-03-08 03:03:05,28600249,,,100.0,,4.512306124077,,,,,,0.0,0.0,,,0.0,,5.131951201686,,7.414369315554973e-05,0.0404151760992417,0.0073721917341302,0.0,0.0,0.0,0.0,0.0,,,False,,True,,True,,False,,False,,True,0.020244659896198627,False,0.0,True,0.0,False
2024-04-21 11:28:10,27809936,100.0,100.0,100.0,,,,,0.0232250165322379,0.0054141550596974,,0.0,0.0,0.0,0.0,,0.05354303351,3.22642108939,,0.0001440730396854,0.0367303248460588,,,,0.0,0.0,0.0,0.0,100.0,True,,True,,False,,False,0.0,False,1.63998206145,False,0.0184371989428721,False,,False,0.0,True
2024-03-29 06:01:04,28479742,100.0,,,0.028656264641,,,,0.024713601231998,0.0056090411273072,0.0,0.0,,0.0,0.0,,0.003515915346,,0.6442439209635963,,,0.007596582774625,0.0,0.0,0.0,0.0,0.0,0.0,,True,,True,,False,0.0,False,0.0,False,,False,,False,0.0,True,0.0,True
2024-05-03 03:17:01,27005553,,100.0,100.0,0.04890150574,,0.5488244018575222,,,0.0058826452146882,,0.0,,,0.0,0.0,0.058752796883,4.760944460337,,,,0.0073513458398108,,0.0,0.0,,,0.0,,False,,False,,False,,True,,False,2.40984862861,False,,False,,False,,False
2024-04-28 10:13:25,28569349,100.0,100.0,,0.050636556723,2.634534877086,0.5798926615125268,0.0001399364910606,,0.0065537505836865,,0.0,0.0,0.0,,0.0,,,0.6462443079991421,0.0001629444861449,,0.0065895660513687,0.0,0.0,,,0.0,,100.0,False,1.3425857169045001,False,,False,,False,,False,,False,,False,0.0,False,,True
2024-03-17 06:09:40,27912767,100.0,100.0,,,4.725830641254,0.588924516092256,,,,,0.0,0.0,0.0,0.0,0.0,,4.710101983661,,7.246064522688274e-05,0.036824841943302,,0.0,0.0,0.0,0.0,,0.0,100.0,False,,False,,True,,False,0.0,True,,True,0.018448651294264443,False,0.0,True,,False
2024-04-21 15:58:57,27471377,,,,0.070956336358,2.681617517216,,,,0.004405445455725,,0.0,0.0,,,0.0,0.061730427001,3.539575988725,,,,,0.0,0.0,0.0,,0.0,,,True,1.376286926787,False,,False,,False,,False,1.800653207863,False,,True,0.0,True,,True
2024-05-04 11:46:30,28398720,,100.0,,0.034018631981,2.682825430051,0.5409219327146887,,,0.0059608538427415,0.0,0.0,0.0,,,0.0,0.055105823895,4.70909883509,0.6563521246972267,,0.0451208449486372,,,,,0.0,,0.0,,True,1.358422031016,False,,False,0.0,True,,False,2.3821023294925,False,,True,,True,,False
2024-05-06 08:16:19,27142048,,,,,,0.5627680294584677,,0.0133659452026269,0.0063500025031906,,,,,0.0,0.0,0.004578638302,2.067978311162,,,0.0180596026339088,0.0061647770378293,0.0,,,0.0,0.0,,,True,,False,,False,,True,,False,1.036278474732,False,,False,,True,0.0,False
2024-04-27 09:58:19,25777761,100.0,,100.0,0.006389317004,,,,,0.0061577146685406,,,,0.0,0.0,,0.01193296863,,,0.0,,,0.0,,,0.0,,0.0,,False,,True,,False,,True,0.0,False,,True,,True,,True,,False
2024-05-06 08:16:19,29155438,100.0,100.0,,,2.559118267449,,,0.0255524959225411,0.0047571428173981,0.0,0.0,0.0,0.0,0.0,,0.059373604676,,0.6667239992244732,0.0004858787431487,0.0331619704384258,0.0068188509895456,0.0,,,0.0,0.0,0.0,100.0,False,,True,,False,0.0,True,0.0,False,,False,0.01682392459078725,False,,True,0.0,True
2024-04-29 14:38:52,27542306,,,100.0,0.044129630424,,,0.00085261362087,,,0.0,,,,0.0,0.0,,3.4040202236,0.6428301247090681,,0.0318814041470991,,0.0,,,,0.0,,,False,,True,,True,,True,,False,,False,,True,,True,,True
2024-03-12 16:54:47,28833091,100.0,,100.0,,1.263197855857,0.5371151056386606,,0.00628276416947,,,,0.0,,,0.0,,2.52525779996,,2.6292891811409685e-05,,,0.0,,,,,,,False,,False,,True,,False,,False,,True,,True,,True,,True
2024-05-04 08:20:45,28532415,,,100.0,0.015545140144,,0.6080269496655324,0.0007975703815498,,0.0061043194234453,,0.0,0.0,0.0,0.0,0.0,,3.35839794938,0.6599157858768923,0.0003200999236598,0.0456804612594166,,,0.0,0.0,,0.0,,,False,,False,,False,,False,0.0,True,,False,0.0230002805915382,False,,False,,True
2024-03-24 08:30:05,27113803,100.0,,100.0,,5.567048509869,,,0.0154266871452446,0.0044093953937797,0.0,,,0.0,0.0,,,2.718296829165,,0.0,0.0184833341850894,0.0046542347265481,0.0,0.0,,0.0,,,,False,,True,,False,,True,0.0,False,,True,0.0092416670925447,False,0.0,False,,True
2024-04-06 02:27:25,27427511,100.0,100.0,,0.023277648918,2.49689481651,0.5015651474060402,0.0,,,0.0,0.0,,,,0.0,,2.833748085188,,0.000162362419164,,0.0060142565261912,,,,0.0,0.0,,100.0,False,1.2600862327139999,False,,True,0.0,False,,False,,True,,False,,True,0.0,False
2024-03-27 20:04:07,27500541,,,,,4.506834174508,0.571844253015247,0.000576758563707,0.0269801349427616,,,0.0,,,0.0,,0.0,,,,,,0.0,,0.0,,0.0,,,True,,False,0.013778446753234301,False,,True,,True,,True,,True,,False,,True
2024-04-28 01:32:51,28560593,,100.0,,,,0.5448203204269259,,0.0245235818871301,0.0052023236434699,0.0,,,0.0,0.0,0.0,0.065538406564,3.529077188761,0.6297329633610931,,,0.0060019882630699,0.0,0.0,0.0,,0.0,,,True,,False,,False,,True,0.0,True,1.7973077976625,False,,False,0.0,True,,True
2024-04-26 19:04:40,26321496,,100.0,,0.034614197194,2.6360804987,0.5530926842211502,,0.027048571945507,0.006148394209135,,0.0,,,0.0,0.0,,,0.8974452370303383,,,0.0065610631187796,,,,,,0.0,,True,1.3353473479470002,False,,False,,True,,False,,False,,False,,True,,False
2024-05-04 15:55:51,27719934,100.0,100.0,,0.050926835434,,0.5628466729631229,,,0.0061952020219272,,0.0,,,,,0.0,3.573257830081,0.6655598457466908,0.0009376341604122,,,0.0,,0.0,0.0,0.0,,100.0,False,,False,,False,,True,,True,1.7866289150405,False,,True,,False,0.0,False
2024-03-27 09:51:38,29325554,,100.0,100.0,,3.380803973455,0.507171982185133,,0.0390880092603559,,,,0.0,0.0,0.0,0.0,,3.027886667137,,,,,,0.0,0.0,,,,,False,,False,,True,,False,0.0,True,,True,,True,,False,,True
2024-05-02 19:14:51,26687249,100.0,,100.0,0.053055688125,2.744102690424,,0.0002604319157801,,,0.0,,0.0,0.0,0.0,0.0,,,0.6820975244546822,0.000817358433288,,,,0.0,,,,,,False,1.3985791892745,False,,True,,False,0.0,True,,False,,True,,True,,True
2024-04-27 23:33:26,28724500,,100.0,,0.048573400048,,,0.0003106267445922,,,,,0.0,,,,0.057531359651,,,0.0004223793900327,,0.0078036773251805,0.0,,,0.0,,,,True,,True,,True,,False,,True,,True,,False,,True,,True
2024-05-05 10:49:40,28674937,100.0,100.0,100.0,0.041883209489,,0.5434626087504386,0.0005102544985912,,,0.0,,0.0,,,0.0,,4.753922988714,0.6621592647475014,0.0002271681899852,0.0416716987091621,0.0071528792646397,,0.0,,,0.0,0.0,100.0,True,,False,,True,,False,,False,,False,0.02094943344957365,False,,True,,False
2024-04-16 00:22:30,26435080,,,100.0,0.052522970694,2.52568679345,0.4734029913106742,,,0.0047178930512059,0.0,,0.0,0.0,,,,3.10865711284,0.6638873272904792,,,,0.0,,0.0,0.0,0.0,0.0,,False,1.289104882072,False,,False,,False,,True,,False,,True,,False,0.0,True
2024-03-12 16:52:36,28570474,100.0,100.0,,0.0,,,,,0.0041443077278844,0.0,0.0,0.0,,,,0.0,,,0.0,0.0286881585467097,,,0.0,0.0,,,,100.0,False,,True,,False,0.0,True,,True,,True,0.01434407927335485,False,,False,,True
2024-04-21 12:32:16,28272356,,100.0,,,2.703134098959,0.5037552532055013,,,,0.0,0.0,0.0,,,,0.001328818251,2.657386573312,,1.8291513787179988e-05,0.0295981626669538,,,,,0.0,,0.0,,True,,False,,True,0.0,True,,True,1.3293576957814999,False,0.014808227090370489,False,,True,,False
2024-03-24 20:27:14,28936600,,100.0,100.0,0.004742949609,1.187157571305,0.031097597212544,,,,,,0.0,0.0,0.0,,0.00310902501,,0.2047604333586309,0.0002107534805774,0.025661107021589,,0.0,,,,0.0,,,False,0.595950260457,False,,True,,False,0.0,False,,False,0.0129359302510832,False,,True,,True
2024-05-01 00:24:32,27600993,,100.0,,,,0.5550618409949589,,0.0526873326670215,0.0056589579144847,,0.0,0.0,0.0,0.0,,,2.536292131682,,0.0,0.033794677743283,0.0072416250262193,0.0,0.0,,,0.0,0.0,,True,,False,,False,,False,0.0,False,,True,0.0168973388716415,False,0.0,False,,False
2024-04-15 04:16:52,27837556,,100.0,100.0,,,0.5687958758398054,0.0,,0.0064746338940622,0.0,,,0.0,0.0,,0.0,,,0.0002073714650854,0.0343611286308106,0.0077762091849202,0.0,,,,0.0,0.0,,False,,False,,False,,True,0.0,False,,True,0.017284250047948,False,,True,,False
2024-04-29 13:12:40,27569478,100.0,,,0.057990517967,,,0.000380586582968,,0.0054855374727509,0.0,0.0,0.0,,0.0,0.0,0.056796660032,3.519183076658,0.6312383681906732,,0.0413882540622676,0.0056772290746452,0.0,,0.0,0.0,0.0,0.0,,True,,True,,False,0.0,True,,False,1.787989868345,False,,False,,False,0.0,True
2024-04-14 11:43:47,27052415,100.0,100.0,,,,0.5643614121025663,0.0,,,,,,0.0,,0.0,0.002514581151,3.376143365625,,0.0002333595970194,0.0366617389211501,0.007919101668356,,0.0,,,,0.0,100.0,False,,False,,True,,True,,False,1.689328973388,False,0.01844754925908475,False,,True,,False
2024-04-16 15:40:25,26001939,100.0,100.0,,0.044277804797,,,,0.026620127660724,,0.0,0.0,0.0,,,,0.067489757493,,0.6324235313787541,,0.0398179515241906,0.00675907740426,,,0.0,,,,100.0,False,,True,,True,0.0,True,,True,,False,,False,,False,,True
2024-05-06 05:11:10,28462604,,,,0.048049605482,2.548835992075,,,,0.0043442954892589,0.0,0.0,,,,0.0,,,,,0.0370705984380951,0.0072171400472852,0.0,,,,,,,True,1.2984427987784999,False,,False,0.0,False,,False,,True,,False,,True,,True
